,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,occurence_timestamp,timeStampUTC,author,content.message,content.text_content,content.giftText,content.giftedText,sentiment
8185,8185,8185,8185,8793,56:21,1707175645441167,Neo_Nemesis,peepoClap here you go ,peepoClap here you go ,,,
8186,8186,8186,8186,8794,56:21,1707175645723340,Jaco,Clap  ,Clap  ,,,
8187,8187,8187,8187,8795,56:21,1707175646013368,bubbafish20,bandle bandle bandle bandle bandle ,bandle bandle bandle bandle bandle ,,,
8188,8188,8188,8188,8796,56:21,1707175646192692,Diego Borjas,$👏   ,  ,,,
8189,8189,8189,8189,8797,56:21,1707175646222221,Bacon Man,Do  ,Do  ,,,
8190,8190,8190,8190,8798,56:22,1707175646505315,GhoulHunter,clap ,clap ,,,
8191,8191,8191,8191,8799,56:22,1707175647162560,Storm2427,Stare ,Stare ,,,
8192,8192,8192,8192,8800,56:23,1707175647471495,Devil5Honey,sorry how do i get a membership lol  ,sorry how do i get a membership lol  ,,,
8193,8193,8193,8193,8801,56:23,1707175647555878,Jaco,Clap  ,Clap  ,,,
8194,8194,8194,8194,8802,56:23,1707175647728910,mergentaro,Drake  ,Drake  ,,,
8195,8195,8195,8195,8803,56:23,1707175647768409,Blanks,$buffering ,,,,
8196,8196,8196,8196,8804,56:23,1707175648007301,The Graph Man,clap ,clap ,,,
8197,8197,8197,8197,8805,56:23,1707175648144392,WowleeThe1,Repel ,Repel ,,,
8198,8198,8198,8198,8806,56:24,1707175648828789,Mario Markovic,applause ,applause ,,,
8199,8199,8199,8199,8807,56:24,1707175648936506,Bruno,Clap  ,Clap  ,,,
8200,8200,8200,8200,8808,56:24,1707175649240155,Zertag,TWERKERS  ,TWERKERS  ,,,
8201,8201,8201,8201,8809,56:25,1707175649577434,ari,Clap ,Clap ,,,
8202,8202,8202,8202,8810,56:25,1707175649646987,Brianne S,Contexto! ,Contexto! ,,,
8203,8203,8203,8203,8811,56:25,1707175650073867,thatasiangirl,lox ,lox ,,,
8204,8204,8204,8204,8812,56:26,1707175650373462,asdctvybhnjmk,Clap ,Clap ,,,
8205,8205,8205,8205,8813,56:26,1707175650484626,Kimberly Moreno,clap ,clap ,,,
8206,8206,8206,8206,8814,56:26,1707175651068129,Ellen Love,Drake ,Drake ,,,
8207,8207,8207,8207,8815,56:27,1707175651773492,TheTonyPizza,How do you get your channel reviewed? ,How do you get your channel reviewed? ,,,
8208,8208,8208,8208,8816,56:27,1707175652063586,The Half Canadian ,Id clap ,Id clap ,,,
8209,8209,8209,8209,8817,56:28,1707175652627527,Ricky Hawkins,Clap  ,Clap  ,,,
8210,8210,8210,8210,8818,56:28,1707175653270971,daveeeywaveyyy,reefer ,reefer ,,,
8211,8211,8211,8211,8819,56:29,1707175653487304,Nyachan,peepoClap  ,peepoClap  ,,,
8212,8212,8212,8212,8820,56:29,1707175653614596,Impossibro,clap ,clap ,,,
8213,8213,8213,8213,8821,56:29,1707175653918368,LightTheL,peepoClap  ,peepoClap  ,,,
8214,8214,8214,8214,8822,56:29,1707175653993848,JHozian 02,COD ,COD ,,,
8215,8215,8215,8215,8823,56:30,1707175654735014,Parksy,zaza ,zaza ,,,
8216,8216,8216,8216,8824,56:31,1707175656367060,zerN,peepoClap  ,peepoClap  ,,,
8217,8217,8217,8217,8825,56:32,1707175656652797,Ikemeitz,1 minute is PAR for the mini crossword ,1 minute is PAR for the mini crossword ,,,
8218,8218,8218,8218,8826,56:32,1707175656736919,sadmoonbun,$👏 $👏 $👏 $👏 ,,,,
8219,8219,8219,8219,8827,56:32,1707175657152366,Jacob Bailey,Clap  ,Clap  ,,,
8220,8220,8220,8220,8828,56:32,1707175657448844,absolution for crimes against corporations,skip ,skip ,,,
8221,8221,8221,8221,8829,56:33,1707175658320892,roxinsox987,Nova! ,Nova! ,,,
8222,8222,8222,8222,8831,56:34,1707175658529456,Alexis The Turtle,Clap  ,Clap  ,,,
8223,8223,8223,8223,8832,56:34,1707175659000725,Alexander Albite,reef ,reef ,,,
8224,8224,8224,8224,8833,56:34,1707175659006912,NightKiller_2,clap ,clap ,,,
8225,8225,8225,8225,8834,56:35,1707175659772484,Cam Dillon,clap clap clap ,clap clap clap ,,,
8226,8226,8226,8226,8835,56:35,1707175659850368,NathanExclusive,loxx ,loxx ,,,
8227,8227,8227,8227,8836,56:36,1707175660513445,Tanuj Chowdhury,nova ,nova ,,,
8228,8228,8228,8228,8838,56:36,1707175660591918,Bruno,peepoClap  ,peepoClap  ,,,
8229,8229,8229,8229,8839,56:36,1707175661371986,James,$👏 $👏 $👏 $👏 $👏 $👏 $👏 $👏 $👏 $👏 $👏 $👏 $👏 $👏 $👏 $👏 $👏 $👏 $👏 $👏 $👏 ,,,,
8230,8230,8230,8230,8840,56:37,1707175661597635,Ducky79, hungry , hungry ,,,
8231,8231,8231,8231,8841,56:38,1707175663259360,Codyrm8,luddy ,luddy ,,,
8232,8232,8232,8232,8842,56:39,1707175663576802,Oliver Tanner,$ludwig7 ,,,,
8233,8233,8233,8233,8843,56:39,1707175664125474,Grace Lee,LOud? ,LOud? ,,,
8234,8234,8234,8234,8844,56:39,1707175664255910,thatasiangirl,noisy ,noisy ,,,
8235,8235,8235,8235,8846,56:40,1707175665152560,DerienandFredYT,COD ,COD ,,,
8236,8236,8236,8236,8848,56:44,1707175668823300,Grubblenub,PogYou ,PogYou ,,,
8237,8237,8237,8237,8850,56:46,1707175670747791,Mark Mortimer,lol ,lol ,,,
8238,8238,8238,8238,8851,56:46,1707175671021421,Ahmed Malik,lmfao  ,lmfao  ,,,
8239,8239,8239,8239,8852,56:46,1707175671022726,ari,LMAO ,LMAO ,,,
8240,8240,8240,8240,8853,56:46,1707175671222085,JHozian 02,It’s coddd ,It’s coddd ,,,
8241,8241,8241,8241,8854,56:47,1707175671451535,Vixey Teh,Princess ,Princess ,,,
8242,8242,8242,8242,8855,56:48,1707175673219168,Evan,I really want member ,I really want member ,,,
8243,8243,8243,8243,8856,56:48,1707175673219639,Sprouty,he admits it ,he admits it ,,,
8244,8244,8244,8244,8857,56:48,1707175673333043,Nyachan,literally are ,literally are ,,,
8245,8245,8245,8245,8858,56:49,1707175673573766,Laun,$ludwigW ,,,,
8246,8246,8246,8246,8859,56:50,1707175674390832,Dan,PrinceSS ,PrinceSS ,,,
8247,8247,8247,8247,8860,56:50,1707175675385025,sait schrls,knkkjhbgyby ,knkkjhbgyby ,,,
8248,8248,8248,8248,8862,56:51,1707175675956675,Oliver Tanner,$goodvibes ,,,,
8249,8249,8249,8249,8863,56:51,1707175676051298,Zertag,pepeDS  ,pepeDS  ,,,
8250,8250,8250,8250,8864,56:53,1707175678273729,Gayge,clap snap 5Head ,clap snap 5Head ,,,
8251,8251,8251,8251,8865,56:54,1707175678459805,sadmoonbun,fake English major ,fake English major ,,,
8252,8252,8252,8252,8867,56:54,1707175678735454,Ajtypebeat,Heyyy ,Heyyy ,,,
8253,8253,8253,8253,8868,56:55,1707175679613195,MizBitz,so cdawg is your princess ,so cdawg is your princess ,,,
8254,8254,8254,8254,8869,56:55,1707175680017319,ManyMilkGuys,where bg3 ,where bg3 ,,,
8255,8255,8255,8255,8870,56:55,1707175680266403,holly leung,nova ,nova ,,,
8256,8256,8256,8256,8871,56:56,1707175681177027,Vixey Teh,Princess it's a girl ,Princess it's a girl ,,,
8257,8257,8257,8257,8872,56:57,1707175681732265,Death Academy,LOCS ,LOCS ,,,
8258,8258,8258,8258,8873,56:58,1707175682453108,Storm2427,uuh ,uuh ,,,
8259,8259,8259,8259,8874,56:58,1707175683347015,ari,cdawg is princess ,cdawg is princess ,,,
8260,8260,8260,8260,8875,56:59,1707175683939654,Trogdox,my first Lud stream ,my first Lud stream ,,,
8261,8261,8261,8261,8876,57:00,1707175685014934,Srdzfdxtfyufk,@sait schrls we get paid so the answer is yes no matter what but for unpaid mods it depends on if u like power or contributing to the community ,@sait schrls we get paid so the answer is yes no matter what but for unpaid mods it depends on if u like power or contributing to the community ,,,
8262,8262,8262,8262,8877,57:01,1707175685571714,bree,nova. ,nova. ,,,
8263,8263,8263,8263,8878,57:01,1707175685724650,sait schrls,yet i still don ahev a member ,yet i still don ahev a member ,,,
8264,8264,8264,8264,8879,57:01,1707175685777477,William Cumming,kate ,kate ,,,
8265,8265,8265,8265,8880,57:01,1707175685879198,DerienandFredYT,ccooooddd ,ccooooddd ,,,
8266,8266,8266,8266,8881,57:03,1707175687318364,Ajtypebeat,!membership ,!membership ,,,
8267,8267,8267,8267,8883,57:05,1707175689405120,ManyMilkGuys,bg3 ,bg3 ,,,
8268,8268,8268,8268,8884,57:05,1707175690031403,farts27,WHAT LOX ,WHAT LOX ,,,
8269,8269,8269,8269,8885,57:05,1707175690074304,BlueRebel,herb ,herb ,,,
8270,8270,8270,8270,8887,57:06,1707175690783950,StreamElements,"@Ajtypebeat, SEE PERKS (UNDER LIKE/SHARE BAR) -> SETTINGS ( $⚙ ) -> CHANGE LEVEL  https://youtube.com/clip/UgkxpySJACzF... ","@Ajtypebeat, SEE PERKS (UNDER LIKE/SHARE BAR) -> SETTINGS ( ) -> CHANGE LEVEL  https://youtube.com/clip/UgkxpySJACzF... ",,,
8271,8271,8271,8271,8888,57:06,1707175691143969,BubbleT,nova ,nova ,,,
8272,8272,8272,8272,8889,57:08,1707175693240648,navllusi,NOISY ,NOISY ,,,
8273,8273,8273,8273,8890,57:08,1707175693394687,SteepledClock,this one was ez ,this one was ez ,,,
8274,8274,8274,8274,8891,57:11,1707175696123887,Ahmed Malik,noisy  ,noisy  ,,,
8275,8275,8275,8275,8892,57:12,1707175696727327,absolution for crimes against corporations,yep ,yep ,,,
8276,8276,8276,8276,8893,57:12,1707175696937906,Its Con,. ,. ,,,
8277,8277,8277,8277,8895,57:12,1707175697234409,Mohammed Eldeeb,wii theme  ,wii theme  ,,,
8278,8278,8278,8278,8896,57:13,1707175697596603,Pizza11247,yep ,yep ,,,
8279,8279,8279,8279,8898,57:14,1707175699395577,Ducky79,yep ,yep ,,,
8280,8280,8280,8280,8899,57:15,1707175700061078,themrbendewy,YEP ,YEP ,,,
8281,8281,8281,8281,8900,57:15,1707175700356480,WowleeThe1,Nova ,Nova ,,,
8282,8282,8282,8282,8901,57:16,1707175700836358,MrAlberto,lethim cook now ,lethim cook now ,,,
8283,8283,8283,8283,8902,57:16,1707175700988653,Justin Mayse,fashion creations= looks ,fashion creations= looks ,,,
8284,8284,8284,8284,8903,57:16,1707175701125925,ManyMilkGuys,baldurs gate time?? ,baldurs gate time?? ,,,
8285,8285,8285,8285,8904,57:17,1707175702001817,Grubblenub,YEP ,YEP ,,,
8286,8286,8286,8286,8905,57:17,1707175702037494,zerN,cat? ,cat? ,,,
8287,8287,8287,8287,8906,57:17,1707175702212215,Codyrm8,yep? ,yep? ,,,
8288,8288,8288,8288,8907,57:17,1707175702237054,Bruno,oliviaYup  ,oliviaYup  ,,,
8289,8289,8289,8289,8908,57:17,1707175702245906,navllusi,LOOKS ,LOOKS ,,,
8290,8290,8290,8290,8909,57:17,1707175702251439,Josie Auciello,lol ,lol ,,,
8291,8291,8291,8291,8910,57:17,1707175702310023,yinjia,yep ,yep ,,,
8292,8292,8292,8292,8911,57:19,1707175704150494,Storm2427,YEP ,YEP ,,,
8293,8293,8293,8293,8912,57:19,1707175704158021,Jaco,yep Peepo  ,yep Peepo  ,,,
8294,8294,8294,8294,8913,57:20,1707175705029876,themrbendewy,YEP ,YEP ,,,
8295,8295,8295,8295,8914,57:21,1707175705406043,Ricky Hawkins,YEP  ,YEP  ,,,
8296,8296,8296,8296,8915,57:21,1707175706091043,bree,l ,l ,,,
8297,8297,8297,8297,8917,57:23,1707175707489729,Rabbit Whisperer,Clap ,Clap ,,,
8298,8298,8298,8298,8918,57:24,1707175708453700,Jaco,YEP  ,YEP  ,,,
8299,8299,8299,8299,8919,57:25,1707175709477961,sadmoonbun,yup or yep ,yup or yep ,,,
8300,8300,8300,8300,8920,57:25,1707175709826526,jaydeeification,YEP  ,YEP  ,,,
8301,8301,8301,8301,8921,57:25,1707175709806129,Her Delight,the most American description for pasta ,the most American description for pasta ,,,
8302,8302,8302,8302,8922,57:27,1707175711959617,John OBrien,nova lox ,nova lox ,,,
8303,8303,8303,8303,8923,57:28,1707175713104787,Nyachan,YEP  ,YEP  ,,,
8304,8304,8304,8304,8924,57:29,1707175713559351,navllusi,YUP ,YUP ,,,
8305,8305,8305,8305,8925,57:29,1707175713843026,absolution for crimes against corporations,middleton ,middleton ,,,
8306,8306,8306,8306,8926,57:30,1707175714820784,thatasiangirl,kate ,kate ,,,
8307,8307,8307,8307,8927,57:33,1707175717695365,Zim,YEP  ,YEP  ,,,
8308,8308,8308,8308,8928,57:33,1707175717771868,smile,princESS ,princESS ,,,
8309,8309,8309,8309,8929,57:33,1707175718029066,jaydeeification,YEP ,YEP ,,,
8310,8310,8310,8310,8930,57:34,1707175718451042,NateDog,yooooo ,yooooo ,,,
8311,8311,8311,8311,8933,57:36,1707175720843375,Pizza11247,princess ,princess ,,,
8312,8312,8312,8312,8934,57:37,1707175721497654,professsorpoke,Natu YEP ,Natu YEP ,,,
8313,8313,8313,8313,8935,57:37,1707175722038705,Dave Robinson,Nice ,Nice ,,,
8314,8314,8314,8314,8936,57:37,1707175722253328,LightTheL,YEP ,YEP ,,,
8315,8315,8315,8315,8937,57:37,1707175722402652,uwu,Ludwig shout my dad out he's turning 102 tomorrow hurry up bro before he croaks it ,Ludwig shout my dad out he's turning 102 tomorrow hurry up bro before he croaks it ,,,
8316,8316,8316,8316,8938,57:38,1707175723089978,Jaco,YEP  ,YEP  ,,,
8317,8317,8317,8317,8939,57:38,1707175723140864,LJ,SORRY LUDWIG I'M GOING COS DOUG DOUG LIVE ,SORRY LUDWIG I'M GOING COS DOUG DOUG LIVE ,,,
8318,8318,8318,8318,8940,57:38,1707175723264175,SteepledClock,ggez ,ggez ,,,
8319,8319,8319,8319,8941,57:39,1707175723643413,navllusi,NOISY ,NOISY ,,,
8320,8320,8320,8320,8942,57:39,1707175724003633,KPBeachan,gg ,gg ,,,
8321,8321,8321,8321,8944,57:40,1707175724512045,AyJJ,nice ,nice ,,,
8322,8322,8322,8322,8945,57:40,1707175724770002,Kendall,EZ ,EZ ,,,
8323,8323,8323,8323,8946,57:40,1707175724839155,cosmo,YEP ,YEP ,,,
8324,8324,8324,8324,8947,57:40,1707175725276933,Bacon Man,Aye a ,Aye a ,,,
8325,8325,8325,8325,8948,57:40,1707175725350506,Vixey Teh,YEP ,YEP ,,,
8326,8326,8326,8326,8949,57:42,1707175726745820,The Graph Man,Drake ,Drake ,,,
8327,8327,8327,8327,8950,57:42,1707175727075881,Ducky79,lewdl ,lewdl ,,,
8328,8328,8328,8328,8951,57:43,1707175727505666,Ahmed Malik,Not bad  ,Not bad  ,,,
8329,8329,8329,8329,8952,57:43,1707175727733527,Timツ,gg ,gg ,,,
8330,8330,8330,8330,8953,57:43,1707175727943771,🏹Artemis🏹,NICE ,NICE ,,,
8331,8331,8331,8331,8954,57:44,1707175728490540,Saph1r0,lol ,lol ,,,
8332,8332,8332,8332,8955,57:44,1707175728908451,Josie Auciello,yayyyyyy ,yayyyyyy ,,,
8333,8333,8333,8333,8957,57:44,1707175729200056,Dan Deere-Jones,$ludwig7  missed the ludwig 7 , missed the ludwig 7 ,,,
8334,8334,8334,8334,8958,57:44,1707175729265611,Mark Mortimer,Bravo Clap ,Bravo Clap ,,,
8335,8335,8335,8335,8959,57:46,1707175730489311,ari,LUDDLE ,LUDDLE ,,,
8336,8336,8336,8336,8960,57:46,1707175731285579,Vixey Teh,WELL DONE!!! ,WELL DONE!!! ,,,
8337,8337,8337,8337,8961,57:46,1707175731345826,mojo dojo casa house,costa roca ,costa roca ,,,
8338,8338,8338,8338,8963,57:47,1707175732278501,Abisanth,Katu lol ,Katu lol ,,,
8339,8339,8339,8339,8964,57:48,1707175732495411,StreamElements,Get a swipe bidet today:  https://swipe.live ,Get a swipe bidet today:  https://swipe.live ,,,
8340,8340,8340,8340,8965,57:49,1707175733729827,TheJumiFilm,That was fast ,That was fast ,,,
8341,8341,8341,8341,8966,57:52,1707175736941135,Evan,I want member  ,I want member  ,,,
8342,8342,8342,8342,8967,57:54,1707175738414261,Vixey Teh,That was amazing! ,That was amazing! ,,,
8343,8343,8343,8343,8968,57:56,1707175740617695,Ahmed Malik,Chile lock it in  ,Chile lock it in  ,,,
8344,8344,8344,8344,8969,57:56,1707175741325902,Nash1213,its panama ,its panama ,,,
8345,8345,8345,8345,8970,57:57,1707175741717796,absolution for crimes against corporations,guyana ,guyana ,,,
8346,8346,8346,8346,8971,57:58,1707175742921381,mojo dojo casa house,costa rica ,costa rica ,,,
8347,8347,8347,8347,8972,57:58,1707175743305337,Astro,I dont have the option to upgrade Sadge  ,I dont have the option to upgrade Sadge  ,,,
8348,8348,8348,8348,8973,57:59,1707175743732309,Dvil Sean,lol ,lol ,,,
8349,8349,8349,8349,8974,58:00,1707175744865115,The Zone,new guinea ,new guinea ,,,
8350,8350,8350,8350,8975,58:01,1707175745983305,Codyrm8,costa rica? ,costa rica? ,,,
8351,8351,8351,8351,8977,58:02,1707175746877649,Vixey Teh,He got it so fast! ,He got it so fast! ,,,
8352,8352,8352,8352,8978,58:03,1707175748341452,Storm2427,panama ,panama ,,,
8353,8353,8353,8353,8979,58:04,1707175748754695,MrAlberto,an English major he says ,an English major he says ,,,
8354,8354,8354,8354,8980,58:04,1707175748956501,4Toon,panama ,panama ,,,
8355,8355,8355,8355,8981,58:05,1707175749823708,AJ Sweet,chili lock it in ,chili lock it in ,,,
8356,8356,8356,8356,8982,58:06,1707175751172630,Jaco,Jammies  ,Jammies  ,,,
8357,8357,8357,8357,8983,58:07,1707175752412445,The Zone,belize ,belize ,,,
8358,8358,8358,8358,8984,58:08,1707175752630628,Zoa376,"LUD have you seen that Geoguessr is going subscription only, no more free play @Ludwig  ","LUD have you seen that Geoguessr is going subscription only, no more free play @Ludwig  ",,,
8359,8359,8359,8359,8985,58:11,1707175755475612,Mohammed Eldeeb,"yes, next topic ","yes, next topic ",,,
8360,8360,8360,8360,8986,58:12,1707175756523141,WowleeThe1,Peru ,Peru ,,,
8361,8361,8361,8361,8987,58:12,1707175756816647,Soupreme,Costa Rica ,Costa Rica ,,,
8362,8362,8362,8362,8989,58:15,1707175759566324,Nash1213,its the country above panama ,its the country above panama ,,,
8363,8363,8363,8363,8991,58:16,1707175760834924,Bruno,Hmmm  ,Hmmm  ,,,
8364,8364,8364,8364,8992,58:17,1707175762376703,Storm2427,honduras ,honduras ,,,
8365,8365,8365,8365,8993,58:18,1707175762561898,Ajtypebeat,Hey ,Hey ,,,
8366,8366,8366,8366,8994,58:18,1707175762846514,Dave Robinson,I’m real excited for dubbin and the hoeless lol ,I’m real excited for dubbin and the hoeless lol ,,,
8367,8367,8367,8367,8996,58:18,1707175763174589,Grace Lee,ECADOR? ,ECADOR? ,,,
8368,8368,8368,8368,8997,58:20,1707175764435404,Azealius,costa rica ,costa rica ,,,
8369,8369,8369,8369,8998,58:20,1707175764936573,Bruno,el salvador ,el salvador ,,,
8370,8370,8370,8370,8999,58:20,1707175764988118,Lord Chris,costa rica ,costa rica ,,,
8371,8371,8371,8371,9000,58:20,1707175765082154,Dark,You need to get your geography game up ,You need to get your geography game up ,,,
8372,8372,8372,8372,9001,58:20,1707175765396718,Ducky79,rthiupoia ,rthiupoia ,,,
8373,8373,8373,8373,9002,58:21,1707175765795525,Diego Borjas,Ecuador ,Ecuador ,,,
8374,8374,8374,8374,9003,58:22,1707175766578590,Ahmed Malik,no cle  ,no cle  ,,,
8375,8375,8375,8375,9004,58:22,1707175767014884,NikelSchwarz,Honduras ,Honduras ,,,
8376,8376,8376,8376,9005,58:23,1707175767574023,NateDog,costa rica ,costa rica ,,,
8377,8377,8377,8377,9006,58:23,1707175768127040,Tanuj Chowdhury,costa rica ,costa rica ,,,
8378,8378,8378,8378,9007,58:23,1707175768219371,Abross 7,el salvador ,el salvador ,,,
8379,8379,8379,8379,9008,58:23,1707175768305225,Azealius,el salvador ,el salvador ,,,
8380,8380,8380,8380,9009,58:24,1707175768636602,Dustytusken,costa rica ,costa rica ,,,
8381,8381,8381,8381,9010,58:24,1707175768797821,The Zone,belize? ,belize? ,,,
8382,8382,8382,8382,9011,58:24,1707175769050592,Nash1213,nicaragua ,nicaragua ,,,
8383,8383,8383,8383,9012,58:25,1707175769435369,Zam2202,Equador ,Equador ,,,
8384,8384,8384,8384,9013,58:25,1707175769625356,Joe,ecuador ,ecuador ,,,
8385,8385,8385,8385,9014,58:25,1707175769777434,AJ Sweet,ecador ,ecador ,,,
8386,8386,8386,8386,9015,58:25,1707175770148222,Parksy,ecuador ,ecuador ,,,
8387,8387,8387,8387,9017,58:26,1707175770778810,M33nno,Costa Rica ,Costa Rica ,,,
8388,8388,8388,8388,9018,58:26,1707175770859732,Jaco,eswatini Peepo  ,eswatini Peepo  ,,,
8389,8389,8389,8389,9019,58:26,1707175771023019,Louis Labrie,Nicaragua  ,Nicaragua  ,,,
8390,8390,8390,8390,9020,58:26,1707175770998659,prp,Equator ,Equator ,,,
8391,8391,8391,8391,9021,58:26,1707175771380309,Fire Fox,I love chat ,I love chat ,,,
8392,8392,8392,8392,9022,58:27,1707175771939246,Satan_riding_a_unicorn,ecuador ,ecuador ,,,
8393,8393,8393,8393,9023,58:28,1707175773061361,Le,stl ucia ,stl ucia ,,,
8394,8394,8394,8394,9024,58:29,1707175773520035,Nys Tabbers2,Hello Ludwig ,Hello Ludwig ,,,
8395,8395,8395,8395,9025,58:29,1707175773937667,Matthew Goodacre,Costa Rica ,Costa Rica ,,,
8396,8396,8396,8396,9026,58:29,1707175774125988,PsyTricks,"what nu mean shit, it's Costa rica  ","what nu mean shit, it's Costa rica  ",,,
8397,8397,8397,8397,9027,58:29,1707175774363245,Tangerina_G,el salvador ,el salvador ,,,
8398,8398,8398,8398,9028,58:30,1707175774536802,Haythem Frikha,nicaragua!! ,nicaragua!! ,,,
8399,8399,8399,8399,9029,58:30,1707175774759145,Adam Shenouda,did I miss the story time? ,did I miss the story time? ,,,
8400,8400,8400,8400,9030,58:30,1707175774883168,Buddy,Is the Baldur's Gate portion of the stream going to be members only?  ,Is the Baldur's Gate portion of the stream going to be members only?  ,,,
8401,8401,8401,8401,9031,58:30,1707175774984930,deecus,Ecuador  ,Ecuador  ,,,
8402,8402,8402,8402,9032,58:30,1707175774975214,panz,nope ,nope ,,,
8403,8403,8403,8403,9033,58:30,1707175775320005,lucifers.chorale,Ecuador ,Ecuador ,,,
8404,8404,8404,8404,9034,58:31,1707175775995568,Rich Moore,eosta eica ,eosta eica ,,,
8405,8405,8405,8405,9036,58:32,1707175776989947,Peter5Parker,My balls? ,My balls? ,,,
8406,8406,8406,8406,9037,58:33,1707175777654626,M33nno,Ecuador ,Ecuador ,,,
8407,8407,8407,8407,9038,58:33,1707175777682477,Miguel Clare,panama ,panama ,,,
8408,8408,8408,8408,9039,58:33,1707175778171852,Jwalker546,Ecuador ,Ecuador ,,,
8409,8409,8409,8409,9040,58:34,1707175779074438,NoDakSmack,eritrea ,eritrea ,,,
8410,8410,8410,8410,9041,58:35,1707175779583307,Dusty Carrasco,This why he's so good at geo guesser lol ,This why he's so good at geo guesser lol ,,,
8411,8411,8411,8411,9042,58:35,1707175779761425,Kjess 10,$ludwigK ,,,,
8412,8412,8412,8412,9043,58:37,1707175782415963,Codyrm8,today's connections was rough ,today's connections was rough ,,,
8413,8413,8413,8413,9044,58:39,1707175783667565,JustAnotherGuy,Ecuador ,Ecuador ,,,
8414,8414,8414,8414,9045,58:40,1707175785252308,Satan_riding_a_unicorn,suit ,suit ,,,
8415,8415,8415,8415,9046,58:41,1707175785962521,Alexis The Turtle,yes ,yes ,,,
8416,8416,8416,8416,9047,58:41,1707175786057909,WowleeThe1,Yessss ,Yessss ,,,
8417,8417,8417,8417,9048,58:41,1707175786106951,Haikuza,no ,no ,,,
8418,8418,8418,8418,9049,58:44,1707175788553662,Brad Garrett,@Buddy -- Yes. ,@Buddy -- Yes. ,,,
8419,8419,8419,8419,9050,58:44,1707175788753348,ManyMilkGuys,Ecuador ,Ecuador ,,,
8420,8420,8420,8420,9051,58:45,1707175790347885,Grace Lee,prior ,prior ,,,
8421,8421,8421,8421,9052,58:46,1707175790870947,Ernie,Sup Caleb  ,Sup Caleb  ,,,
8422,8422,8422,8422,9053,58:46,1707175790843616,Enel,todays connection sucked ,todays connection sucked ,,,
8423,8423,8423,8423,9054,58:46,1707175791270015,The Zone,LMAOO ,LMAOO ,,,
8424,8424,8424,8424,9055,58:47,1707175791570322,professsorpoke,LMAO ,LMAO ,,,
8425,8425,8425,8425,9056,58:47,1707175791548068,Varun456,this one was harddd ,this one was harddd ,,,
8426,8426,8426,8426,9057,58:47,1707175791877072,ari,LMAO ,LMAO ,,,
8427,8427,8427,8427,9058,58:48,1707175792490180,StreamElements,"DOWNLOAD THE TRUFFLE EXTENSION (GET EMOTES, PREDICTIONS, AND MORE) HERE:  https://truffle.vip/extension ","DOWNLOAD THE TRUFFLE EXTENSION (GET EMOTES, PREDICTIONS, AND MORE) HERE:  https://truffle.vip/extension ",,,
8428,8428,8428,8428,9059,58:48,1707175793334497,Codyrm8,SHEEEEEEESH ,SHEEEEEEESH ,,,
8429,8429,8429,8429,9060,58:49,1707175794017099,Bruno,sheeeesh ,sheeeesh ,,,
8430,8430,8430,8430,9061,58:49,1707175794097487,Soupreme,Sheeeeesh ,Sheeeeesh ,,,
8431,8431,8431,8431,9062,58:49,1707175794112397,leah bren,this one was so tough ,this one was so tough ,,,
8432,8432,8432,8432,9063,58:49,1707175794151610,Neo_Nemesis,sheeeeeeesh ,sheeeeeeesh ,,,
8433,8433,8433,8433,9064,58:50,1707175794546304,Jaco,sheeeeesh ,sheeeeesh ,,,
8434,8434,8434,8434,9065,58:50,1707175794959776,Haikuza,this connections sucks ,this connections sucks ,,,
8435,8435,8435,8435,9066,58:50,1707175794971691,Yeahhuh,brother ,brother ,,,
8436,8436,8436,8436,9067,58:50,1707175795049294,LR3,Is this member stream? Did I get it? ,Is this member stream? Did I get it? ,,,
8437,8437,8437,8437,9068,58:50,1707175795145091,Ajtypebeat,!memebership ,!memebership ,,,
8438,8438,8438,8438,9069,58:50,1707175795200357,Sprouty,LMAO ,LMAO ,,,
8439,8439,8439,8439,9070,58:51,1707175795597496,Wasabi Junior,WAIT ARE DUBBIN AND THE HOWLESS BACK FR FR?? ,WAIT ARE DUBBIN AND THE HOWLESS BACK FR FR?? ,,,
8440,8440,8440,8440,9071,58:51,1707175795782683,Nash1213,what is this? ,what is this? ,,,
8441,8441,8441,8441,9072,58:51,1707175796174150,Dave Robinson,$ludwigW ,,,,
8442,8442,8442,8442,9073,58:51,1707175796400306,asdctvybhnjmk,Sheesh ,Sheesh ,,,
8443,8443,8443,8443,9074,58:52,1707175796767450,cosmo,SHEESH ,SHEESH ,,,
8444,8444,8444,8444,9075,58:52,1707175796820854,Nyachan,ICANT  ,ICANT  ,,,
8445,8445,8445,8445,9076,58:52,1707175796918857,shingtastic,its such BS today ,its such BS today ,,,
8446,8446,8446,8446,9077,58:53,1707175797420132,Mark Mortimer,this one was tricky ,this one was tricky ,,,
8447,8447,8447,8447,9078,58:53,1707175797607012,snorlaxer801,prior ,prior ,,,
8448,8448,8448,8448,9079,58:53,1707175798313842,The Zone,watch prince ,watch prince ,,,
8449,8449,8449,8449,9080,58:54,1707175798618387,Grubblenub,yeah i had a hard time with today's connnections ,yeah i had a hard time with today's connnections ,,,
8450,8450,8450,8450,9081,58:54,1707175799268710,Paul Bauer,The bg part will be members only yes ,The bg part will be members only yes ,,,
